period,analysis_label,geo,spec,estimator,cmur_mode,years,n_years,CMUR,DMC,RMC,TERR,CFOOT
EARLY_2010_2016,published_pc,FR,published_pc,OLS,pp,2010-2016,7,0.3964285714285735,0.019751814231744318,0.01609531073649086,0.02189295207393273,0.028114272319418595
EARLY_2010_2016,published_pc,DE,published_pc,OLS,pp,2010-2016,7,0.15000000000000163,0.002041655353621499,0.005346363851707431,0.007679816122073392,0.02035134690916887
EARLY_2010_2016,published_pc,EL,published_pc,OLS,pp,2010-2016,7,-0.07499999999999389,0.04243995841629247,0.05149082354007328,0.03890274327539992,0.0577385049807665
EARLY_2010_2016,published_pc,HU,published_pc,OLS,pp,2010-2016,7,0.1142857142857221,-0.05610329971628806,-0.07318202413461539,0.005525508727889526,0.020573099371364197
EARLY_2010_2016,published_pc,IE,published_pc,OLS,pp,2010-2016,7,0.014285714285710883,0.0008277730260811502,-0.005045613112393505,0.001849828670577675,-0.01449540362644953
EARLY_2010_2016,published_pc,IT,published_pc,OLS,pp,2010-2016,7,1.0892857142857186,0.06729292579730141,0.04881432332768617,0.035007499712019545,0.047696381251214254
EARLY_2010_2016,published_pc,LV,published_pc,OLS,pp,2010-2016,7,0.8928571428571437,-0.03469570156444784,-0.04569311911332103,0.0025613809460112032,0.0010963071998564553
EARLY_2010_2016,published_pc,LT,published_pc,OLS,pp,2010-2016,7,0.10714285714285486,-0.035773575051131615,-0.042204100027042855,-0.004810926483358045,0.029892519942484184
EARLY_2010_2016,published_pc,LU,published_pc,OLS,pp,2010-2016,7,-2.7107142857142623,-0.01424046616664807,0.024416770160262554,0.05627837836177198,0.031135947410812045
EARLY_2010_2016,published_pc,MT,published_pc,OLS,pp,2010-2016,7,-0.02142857142856283,-0.10025600620345279,0.009355912248802714,0.09190650024709186,0.06833902349251127
EARLY_2010_2016,published_pc,NL,published_pc,OLS,pp,2010-2016,7,0.7607142857143038,0.03609790143347524,0.023584297537264508,0.016908397154839327,0.021280992893685527
EARLY_2010_2016,published_pc,PL,published_pc,OLS,pp,2010-2016,7,0.19642857142856696,0.01469176697627081,0.016848001122750172,0.008934193085417803,0.02106500885098746
EARLY_2010_2016,published_pc,PT,published_pc,OLS,pp,2010-2016,7,0.07142857142857388,0.03616292470539862,0.032048648676410836,0.0028217777968632656,0.03272403825587711
EARLY_2010_2016,published_pc,RO,published_pc,OLS,pp,2010-2016,7,-0.2678571428571363,-0.0691771111348808,-0.06661249253822091,0.015444186543795877,0.01917524047455162
EARLY_2010_2016,published_pc,SK,published_pc,OLS,pp,2010-2016,7,0.07142857142857365,0.011028708639047194,-0.010122568519231654,0.020680645978445454,0.025105431252248792
EARLY_2010_2016,published_pc,SI,published_pc,OLS,pp,2010-2016,7,0.3392857142857109,0.02827172335177284,0.02542169470325626,0.029089259772770888,0.03871342325617522
EARLY_2010_2016,published_pc,ES,published_pc,OLS,pp,2010-2016,7,-0.4607142857142742,0.06009394837390941,0.05721166418519455,0.018113920818455236,0.03401795583292211
EARLY_2010_2016,published_pc,SE,published_pc,OLS,pp,2010-2016,7,-0.1607142857142841,-0.00713750724567548,-0.007825849370337487,0.03881727544570086,0.03349140208307501
EARLY_2010_2016,common_log_CMUR,AT,primary_common_pc,OLS,log,2010-2016,7,0.1026180033881966,0.013807524020188509,0.009501191041454589,0.018671442171694298,0.027695309321398975
EARLY_2010_2016,common_log_CMUR,BE,primary_common_pc,OLS,log,2010-2016,7,0.047979554690239866,0.016798535137933366,0.0008500488682849596,0.023945513152748905,0.027542810498436574
EARLY_2010_2016,common_log_CMUR,BG,primary_common_pc,OLS,log,2010-2016,7,0.1300974655427367,-0.03575788188205773,-0.032609884962587675,-0.003226589656094937,0.012941222756645956
EARLY_2010_2016,common_log_CMUR,HR,primary_common_pc,OLS,log,2010-2016,7,0.17089950373030818,0.007409384904032175,0.0009873446305497988,0.017455617578471243,0.026044137459767865
EARLY_2010_2016,common_log_CMUR,CY,primary_common_pc,OLS,log,2010-2016,7,0.03962516259104399,0.12189757287894845,0.12448161848231509,0.021218111297046597,0.053527465999323336
EARLY_2010_2016,common_log_CMUR,CZ,primary_common_pc,OLS,log,2010-2016,7,0.05743594624296848,0.006690320221123861,-0.004842432714876523,0.018113289332663395,0.0260771950218033
EARLY_2010_2016,common_log_CMUR,DK,primary_common_pc,OLS,log,2010-2016,7,0.02163085337543559,-0.00898986075395552,-0.024092271314241267,0.04286985100138148,0.024156369469584424
EARLY_2010_2016,common_log_CMUR,EE,primary_common_pc,OLS,log,2010-2016,7,-0.006187024036565447,-0.008847426451106406,-0.003549792639598433,0.016270443675173774,-0.01491493161570085
EARLY_2010_2016,common_log_CMUR,FI,primary_common_pc,OLS,log,2010-2016,7,-0.1825281966997401,0.027153071795514936,0.0237998502117994,0.04981160290291318,0.04060244726695751
EARLY_2010_2016,common_log_CMUR,FR,primary_common_pc,OLS,log,2010-2016,7,0.02159109208317978,0.019739425451585167,0.016093277821717433,0.022571341025710283,0.028114268982251965
EARLY_2010_2016,common_log_CMUR,DE,primary_common_pc,OLS,log,2010-2016,7,0.013287337370920357,0.0020441069665336985,0.005345333784642352,0.007805556484846766,0.02035134777526065
EARLY_2010_2016,common_log_CMUR,EL,primary_common_pc,OLS,log,2010-2016,7,-0.03782869975658995,0.042439987512316125,0.05148723992992465,0.038632866109114955,0.0567841516968262
EARLY_2010_2016,common_log_CMUR,HU,primary_common_pc,OLS,log,2010-2016,7,0.01999124347503307,-0.05610352203067414,-0.07318436098377754,0.0066546849278297186,0.02057310040552631
EARLY_2010_2016,common_log_CMUR,IE,primary_common_pc,OLS,log,2010-2016,7,0.007408690217310474,0.0008303725957128176,-0.005043330155391891,0.002300450016790479,-0.01449541165787658
EARLY_2010_2016,common_log_CMUR,IT,primary_common_pc,OLS,log,2010-2016,7,0.07740805768127103,0.0672892139842658,0.04880594041283686,0.03481047256134841,0.047696375991689945
EARLY_2010_2016,common_log_CMUR,LV,primary_common_pc,OLS,log,2010-2016,7,0.275913535712041,-0.03469480231560111,-0.04569481638830732,0.002301577983485965,0.0010963021190240165
